gvkey,conm,tic,sic,naics,linkprim,liid,linktype,linkid,lpermno,lpermco,USEDFLAG,linkdt,linkenddt,GSECTOR,GGROUP,GIND,GSUBIND,SPCINDCD,SPCSECCD
012459,NVR INC,NVR,1531,236117,P,01,LC,3,79785,21242,1,19931118,E,25,2520,252010,25201030,305,976
012459,NVR INC,NVR,1531,236117,P,01,LC,1,69569,21242,1,19860617,19930928,25,2520,252010,25201030,305,976
012485,CABLEVISION SYS CORP  -CL A,CVC,4841,515210,P,01,LC,1,68857,20373,1,19860117,E,25,2540,254010,25401025,150,978
012540,ADOBE SYSTEMS INC,ADBE,7372,511210,P,01,LC,1,75510,8476,1,19860813,E,45,4510,451030,45103010,185,940
012544,ST JOE CO,JOE,6532,531390,P,01,LU,2,76123,26048,1,19900323,E,40,4040,404030,40403010,305,976
012545,HARTE HANKS INC,HHS,7331,541860,P,01,LU,1,79903,30030,1,19931104,E,25,2540,254010,25401010,456,976
012578,VALHI INC,VHI,2810,325131,P,01,LC,0,45225,21854,1,19850131,E,15,1510,151010,15101050,167,970
012580,DURAMED PHARMACEUTICALS INC,DRMD,2834,325412,C,01,LU,1,10685,8590,1,19860923,20011031,35,3520,352020,35202010,285,905
012635,FISERV INC,FISV,7374,518210,P,01,LC,1,10696,8598,1,19860925,E,45,4510,451020,45102020,453,940
012689,KB HOME,KBH,1531,236117,J,02,LU,2,77459,21037,1,19920313,19940531,25,2520,252010,25201030,305,976
012689,KB HOME,KBH,1531,236117,P,01,LU,1,70092,21037,1,19860801,E,25,2520,252010,25201030,305,976
012726,UNUM GROUP,UNM,6321,524114,P,01,LU,1,71175,21798,1,19861231,E,40,4030,403010,40301020,825,800
012756,COCA-COLA ENTERPRISES INC,CCE,2086,312111,P,01,LU,1,70500,20469,1,19861121,E,30,3020,302010,30201030,145,978
012788,HARMAN INTERNATIONAL INDS,HAR,3651,334310,P,01,LU,1,75224,8741,1,19861114,E,25,2520,252010,25201010,220,925
012796,FIRST AMERICAN CORP/CA,FAF,6361,524127,C,03,LC,5,35124,1629,1,19831230,E,40,4030,403010,40301040,835,800
012796,FIRST AMERICAN CORP/CA,FAF,6361,524127,J,01,LC,2,35124,1629,1,19831201,19831229,40,4030,403010,40301040,835,800
012796,FIRST AMERICAN CORP/CA,FAF,6361,524127,P,01,LC,1,35124,1629,1,19800131,19831130,40,4030,403010,40301040,835,800
012796,FIRST AMERICAN CORP/CA,FAF,6361,524127,C,00X,LC,0,35124,1629,1,19800101,19800130,40,4030,403010,40301040,835,800
012796,FIRST AMERICAN CORP/CA,FAF,6361,524127,J,02,LC,4,75868,1629,1,19891121,19920924,40,4030,403010,40301040,835,800
012796,FIRST AMERICAN CORP/CA,FAF,6361,524127,J,01,LD,3,35124,1629,-1,19831230,19920924,40,4030,403010,40301040,835,800
012827,PULITZER INC,PTZ,2711,511110,P,01,LC,2,86758,35016,1,19990319,20050603,25,2540,254010,25401040,415,976
012827,PULITZER INC,PTZ,2711,511110,P,01,LC,1,10929,8807,1,19861231,19990318,25,2540,254010,25401040,415,976
012840,HEARTLAND EXPRESS INC,HTLD,4213,484121,P,01,LU,1,10812,8702,1,19861105,E,20,2030,203040,20304020,615,600
012850,CERNER CORP,CERN,7373,541512,P,01,LU,1,10909,8786,1,19870130,E,35,3510,351030,35103010,175,976
012868,QUIKSILVER INC,ZQK,2320,315299,P,01,LU,1,75527,8820,1,19861216,E,25,2520,252030,25203010,465,976
012884,COMVERSE TECHNOLOGY INC,CMVT,3661,334210,P,01,LU,1,10942,8818,1,19861215,20070131,45,4520,452010,45201020,180,940
012886,NEWS CORP,NWSA,4841,515210,J,01,LC,5,90442,21287,1,20041201,E,25,2540,254010,25401030,245,978
012886,NEWS CORP,NWSA,4841,515210,P,01,LC,4,90442,21287,1,20041112,20041130,25,2540,254010,25401030,245,978
012886,NEWS CORP,NWSA,4841,515210,P,04,LC,8,90441,21287,1,20041201,E,25,2540,254010,25401030,245,978
012886,NEWS CORP,NWSA,4841,515210,J,04,LC,7,90441,21287,1,20041112,20041130,25,2540,254010,25401030,245,978
012886,NEWS CORP,NWSA,4841,515210,P,01,LC,2,69593,21287,1,19870331,20041102,25,2540,254010,25401030,245,978
012895,GEORGIA GULF CORP,GGC,2810,325181,P,02,LU,1,75222,8840,1,19861217,E,15,1510,151010,15101010,160,970
012909,MARKEL CORP,MKL,6351,524126,P,01,LU,1,10933,8811,1,19861212,E,40,4030,403010,40301040,850,800
012915,ORASURE TECHNOLOGIES INC,OSUR,2835,325413,P,01,LU,1,10860,8743,1,19861117,E,35,3510,351010,35101020,300,905
012945,PLEXUS CORP,PLXS,3672,334412,P,01,LU,1,10032,7980,1,19860205,E,45,4520,452030,45203020,220,925
012950,AIRGAS INC,ARG,5084,423830,P,01,LU,1,70308,20033,1,19861219,E,15,1510,151010,15101040,160,970
013025,ADVO INC,AD,7331,541860,P,01,LC,1,10657,8561,1,19860915,20070330,25,2540,254010,25401040,456,976
013041,SYNOVUS FINANCIAL CORP,SNV,6020,522110,P,01,LU,1,20053,781,1,19810130,E,40,4010,401010,40101015,815,800
013041,SYNOVUS FINANCIAL CORP,SNV,6020,522110,C,00X,LU,0,20053,781,1,19810101,19810129,40,4010,401010,40101015,815,800
013062,ENVIRONMENTAL POWER CORP,EPG,4991,221119,P,01,LC,3,11048,8915,1,20041227,E,55,5510,551050,55105010,720,700
013062,ENVIRONMENTAL POWER CORP,EPG,4991,221119,P,01,LC,1,11048,8915,1,19870127,19990314,55,5510,551050,55105010,720,700
013124,NATIONWIDE HEALTH PPTYS INC,NHP,6798,531110,P,01,LU,1,68312,20301,1,19860131,E,40,4040,404020,40402070,850,800
013124,NATIONWIDE HEALTH PPTYS INC,NHP,6798,531110,C,00X,LU,0,68312,20301,1,19860101,19860130,40,4040,404020,40402070,850,800
013125,HCP INC,HCP,6798,531190,P,01,LU,1,67598,20891,1,19860131,E,40,4040,404020,40402070,850,800
013125,HCP INC,HCP,6798,531190,C,00X,LU,0,67598,20891,1,19860101,19860130,40,4040,404020,40402070,850,800
013135,YORK INTERNATIONAL CORP,YRK,3585,333415,C,08,LC,5,77081,29124,1,19911001,20051209,20,2010,201020,20102010,357,925
013135,YORK INTERNATIONAL CORP,YRK,3585,333415,P,02,LC,2,69745,25838,1,19860410,19881219,20,2010,201020,20102010,357,925
013142,CAPSTEAD MORTGAGE CORP,CMO,6798,525990,P,01,LU,1,68021,21114,1,19860131,E,40,4040,404020,40402030,850,800
013142,CAPSTEAD MORTGAGE CORP,CMO,6798,525990,C,00X,LU,0,68021,21114,1,19860101,19860130,40,4040,404020,40402030,850,800
013200,PHOTRONICS INC,PLAB,3674,334413,P,01,LU,1,11154,9010,1,19870310,E,45,4530,453010,45301010,247,940
013326,TOPPS CO INC,TOPP,2750,32311,P,01,LU,1,11353,9198,1,19870521,20071031,,,,,458,978
013328,C&D TECHNOLOGIES INC,CHP,3690,335911,P,01,LU,1,71685,20431,1,19870206,E,20,2010,201040,20104010,220,925
013329,STRATEX NETWORKS INC,STXN,3663,334220,P,01,LU,1,11347,9192,1,19870519,20070131,45,4520,452010,45201020,180,940
013341,PROGRESSIVE CORP-OHIO,PGR,6331,524126,P,01,LU,1,64390,3682,1,19790131,E,40,4030,403010,40301040,835,800
013341,PROGRESSIVE CORP-OHIO,PGR,6331,524126,C,00X,LU,0,64390,3682,1,19790101,19790130,40,4030,403010,40301040,835,800
013342,RLI CORP,RLI,6331,524126,P,01,LU,1,65294,3860,1,19770131,E,40,4030,403010,40301040,835,800
013342,RLI CORP,RLI,6331,524126,C,00X,LU,0,65294,3860,1,19770101,19770130,40,4030,403010,40301040,835,800
013365,BARR PHARMACEUTICALS INC,BRL,2834,325412,P,01,LC,1,11415,9252,1,19870612,20081222,35,3520,352020,35202010,283,905
013375,GENERAL COMMUNICATION  -CL A,GNCMA,4813,517110,P,01,LU,1,12173,9914,1,19880822,E,50,5010,501010,50101020,463,974
013380,SAKS INC,SKS,5311,452111,P,01,LU,1,11382,9225,1,19870603,E,25,2550,255030,25503010,430,976
013397,FIRST HEALTH GROUP CORP,FHCC,6411,524292,P,01,LU,1,11371,9216,1,19870529,20050131,35,3510,351020,35102030,287,905
013440,LEVEL 3 COMMUNICATIONS INC,LVLT,4813,517110,P,03,LU,2,85991,16033,1,19980401,E,50,5010,501010,50101010,463,974
013498,CARNIVAL CORP/PLC (USA),CCL,4400,483112,P,01,LC,1,75154,20394,1,19870724,E,25,2530,253010,25301020,310,976
013510,DUKE REALTY CORP,DRE,6798,531120,P,01,LU,2,75341,20609,1,19880831,E,40,4040,404020,40402040,850,800
013525,FILENET CORP,FILE,7372,511210,P,01,LC,1,11531,9358,1,19870721,20061031,45,4510,451030,45103010,185,940
013554,TIMBERLAND CO  -CL A,TBL,3140,3162,P,01,LU,1,75101,21755,1,19870630,E,25,2520,252030,25203020,455,976
013557,GREAT AMERN FINL RESOURCES,GFR,6311,524113,P,01,LU,2,75188,21651,1,19870813,20070928,40,4030,403010,40301020,825,800
013561,MBIA INC,MBI,6351,524126,P,01,LU,1,75175,21128,1,19870701,E,40,4030,403010,40301040,835,800
013562,BRANDYWINE REALTY TRUST,BDN,6798,531120,P,01,LU,1,70121,21107,1,19860723,E,40,4040,404020,40402040,850,800
013579,HRPT PROPERTIES TRUST,HRP,6798,531120,P,01,LU,1,70703,20894,1,19861217,E,40,4040,404020,40402040,850,800
013597,ZENITH NATIONAL INSURANCE CP,ZNT,6331,524126,P,01,LU,1,84073,5058,1,19770131,E,40,4030,403010,40301040,835,800
013597,ZENITH NATIONAL INSURANCE CP,ZNT,6331,524126,C,00X,LU,0,84073,5058,1,19770101,19770130,40,4030,403010,40301040,835,800
013599,CELGENE CORP,CELG,2834,325412,P,01,LU,1,11552,9374,1,19870930,E,35,3520,352010,35201010,285,905
013619,ABIOMED INC,ABMD,3841,339112,P,01,LU,1,75107,20018,1,19870729,E,35,3510,351010,35101010,300,905
013646,TIFFANY & CO,TIF,5944,448310,P,01,LU,1,75100,21753,1,19870505,E,25,2550,255040,25504040,449,976
013700,DENTSPLY INTERNATL INC,XRAY,3843,339114,P,01,LU,1,11600,9424,1,19870812,E,35,3510,351010,35101020,300,905
013714,CBS CORP,CBS,4833,515210,P,03,LC,9,76226,21866,1,19910101,E,25,2540,254010,25401020,245,978
013714,CBS CORP,CBS,4833,515210,J,03,LC,8,76226,21866,1,19900614,19901231,25,2540,254010,25401020,245,978
013714,CBS CORP,CBS,4833,515210,J,01,LC,4,75104,21866,1,19910101,E,25,2540,254010,25401020,245,978
013714,CBS CORP,CBS,4833,515210,P,01,LC,3,75104,21866,1,19870610,19901231,25,2540,254010,25401020,245,978
013714,CBS CORP,CBS,4833,515210,P,01,LC,2,51617,25194,1,19830101,19870609,25,2540,254010,25401020,245,978
013714,CBS CORP,CBS,4833,515210,J,01,LD,1,51617,25194,-1,19820129,19821231,25,2540,254010,25401020,245,978
013714,CBS CORP,CBS,4833,515210,C,03,LC,5,51617,25194,1,19701203,19821231,25,2540,254010,25401020,245,978
013824,FAIR ISAAC CORP,FIC,7373,541512,P,01,LU,1,11533,9360,1,19870722,E,45,4510,451030,45103010,185,940
013839,CAMBREX CORP,CBM,2833,325411,P,01,LU,1,11707,9526,1,19870922,E,35,3520,352030,35203010,280,905
013963,VECTOR GROUP LTD,VGR,2111,312221,P,01,LU,1,75233,21100,1,19871008,E,30,3020,302030,30203010,470,978
013988,SCHWAB (CHARLES) CORP,SCHW,6211,523120,P,01,LU,1,75186,21578,1,19870922,E,40,4020,402030,40203020,822,800
013990,WARNACO GROUP INC,WRC,2300,315,P,04,LC,13,89686,24345,1,20030205,E,25,2520,252030,25203010,465,976
013990,WARNACO GROUP INC,WRC,2300,315,P,02,LC,9,77080,24345,1,19911011,20010608,25,2520,252030,25203010,465,976
013990,WARNACO GROUP INC,WRC,2300,315,P,01,LC,3,38885,24345,1,19830101,19851231,25,2520,252030,25203010,465,976
013990,WARNACO GROUP INC,WRC,2300,315,J,01,LC,2,38885,24345,1,19820129,19821231,25,2520,252030,25203010,465,976
013990,WARNACO GROUP INC,WRC,2300,315,C,00X,LN,1,38885,24345,-1,19630204,19660130,25,2520,252030,25203010,465,976
014084,ALBANY INTL CORP  -CL A,AIN,2221,313210,P,01,LU,1,11731,9550,1,19870930,E,20,2010,201060,20106020,357,925
014159,TRUST CO NJ JERSEY CITY,TCNJ,6020,522110,P,01,LU,1,77490,5918,1,19870130,20040528,40,4010,401010,40101015,817,800
014159,TRUST CO NJ JERSEY CITY,TCNJ,6020,522110,C,00X,LU,0,77490,5918,1,19870101,19870129,40,4010,401010,40101015,817,800
014163,MCCLATCHY CO  -CL A,MNI,2711,511110,P,01,LC,1,75261,21174,1,19880205,E,25,2540,254010,25401040,415,976
014172,FULTON FINANCIAL CORP,FULT,6020,522110,P,01,LU,1,88197,5440,1,19850903,E,40,4010,401010,40101015,817,800
014201,COLONIAL BANCGROUP,CNB,6020,522110,P,01,LU,0,24628,4128,1,19830602,E,40,4010,401010,40101015,817,800
014219,BANCORPSOUTH INC,BXS,6020,522110,P,01,LU,1,85789,7784,1,19851014,E,40,4010,401010,40101015,817,800
014225,FASTENAL CO,FAST,5200,444130,P,01,LU,1,11618,9440,1,19870820,E,20,2010,201070,20107010,450,976
014253,WESTAMERICA BANCORPORATION,WABC,6020,522110,P,01,LU,1,82107,2253,1,19770131,E,40,4010,401010,40101015,817,800
014253,WESTAMERICA BANCORPORATION,WABC,6020,522110,C,00X,LU,0,82107,2253,1,19770101,19770130,40,4010,401010,40101015,817,800
014256,MAXIM INTEGRATED PRODUCTS,MXIM,3674,334413,P,01,LC,3,11896,9698,1,20081008,E,45,4530,453010,45301020,235,940
014256,MAXIM INTEGRATED PRODUCTS,MXIM,3674,334413,P,01,LC,1,11896,9698,1,19880229,20071001,45,4530,453010,45301020,235,940
014268,BORLAND SOFTWARE CORP,BORL,7372,511210,P,01,LU,1,75902,10430,1,19891219,E,45,4510,451030,45103020,185,940
014282,AMPHENOL CORP,APH,3678,334417,P,01,LC,2,84769,31967,1,19970520,E,45,4520,452030,45203015,220,925
014282,AMPHENOL CORP,APH,3678,334417,P,01,LC,1,77118,27471,1,19911108,19970519,45,4520,452030,45203015,220,925
014311,POLARIS INDUSTRIES INC,PII,3790,336999,P,01,LU,1,75182,21425,1,19870916,E,25,2520,252020,25202010,475,976
014324,ALTERA CORP,ALTR,3674,334413,P,01,LU,1,75577,9735,1,19880331,E,45,4530,453010,45301020,235,940
014359,PIONEER NATURAL RESOURCES CO,PXD,1311,211111,N,02C,LX,2,75241,21366,-1,19980430,E,10,1010,101020,10102020,380,935
014359,PIONEER NATURAL RESOURCES CO,PXD,1311,211111,P,02,LU,1,75241,21366,1,19871222,E,10,1010,101020,10102020,380,935
014363,IMC GLOBAL INC,IGL,2870,325312,P,01,LC,1,75259,20957,1,19880126,20041029,15,1510,151010,15101030,160,970
014369,US CELLULAR CORP,USM,4812,517210,P,01,LU,1,75320,21826,1,19880504,E,50,5010,501020,50102010,462,974
014370,MANPOWER INC/WI,MAN,7363,561320,P,01,LU,1,75285,20312,1,19880503,E,20,2020,202020,20202010,457,978
014385,RESPIRONICS INC,RESP,3842,334510,P,01,LU,1,11927,9777,1,19880512,20080331,35,3510,351010,35101010,300,905
014412,SOTHEBY'S,BID,7389,561990,P,01,LU,1,75316,21635,1,19880513,E,25,2530,253020,25302020,175,976
014418,MGM MIRAGE,MGM,7990,721120,P,01,LU,1,11891,9764,1,19880502,E,25,2530,253010,25301010,262,976
014466,HILB ROGAL & HOBBS CO,HRH,6411,524210,P,01,LC,1,11509,9338,1,19870715,20081001,40,4030,403010,40301010,330,800
014470,PLAYTEX PRODUCTS INC,PYX,2670,322291,P,02,LC,1,80186,30107,1,19940127,20070928,30,3030,303020,30302010,210,970
014477,WASTE MANAGEMENT INC,WMI,4953,562111,P,01,LU,1,11955,9804,1,19880603,E,20,2020,202010,20201050,405,925
014489,DELL INC,DELL,3571,334111,P,01,LU,1,11081,9833,1,19880622,E,45,4520,452020,45202010,190,940
014535,EW SCRIPPS  -CL A,SSP,2711,511110,P,01,LC,2,84176,31806,1,19961114,E,25,2540,254010,25401040,415,976
014535,EW SCRIPPS  -CL A,SSP,2711,511110,P,01,LC,1,11936,9842,1,19880629,19961113,25,2540,254010,25401040,415,976
014590,FREEPORT-MCMORAN COP&GOLD,FCX,1000,212234,P,02,LC,4,81774,20763,1,19950731,E,15,1510,151040,15104020,360,970
014590,FREEPORT-MCMORAN COP&GOLD,FCX,1000,212234,N,01,LC,3,75294,20763,1,19950731,20020503,15,1510,151040,15104020,360,970
014590,FREEPORT-MCMORAN COP&GOLD,FCX,1000,212234,C,01,LC,2,75294,20763,1,19950701,19950730,15,1510,151040,15104020,360,970
014590,FREEPORT-MCMORAN COP&GOLD,FCX,1000,212234,P,01,LC,1,75294,20763,1,19880505,19950630,15,1510,151040,15104020,360,970
014623,NOVELLUS SYSTEMS INC,NVLS,3559,333295,P,01,LU,1,12067,9903,1,19880811,E,45,4530,453010,45301010,247,940
014624,OFFICE DEPOT INC,ODP,5940,453210,P,01,LU,1,75573,9798,1,19880601,E,25,2550,255040,25504040,449,976
014650,BMC SOFTWARE INC,BMC,7372,511210,P,01,LC,1,11976,9905,1,19880812,E,45,4510,451030,45103020,185,940
014738,MALAYSIA FUND,MAY,6726,525990,P,01,LU,1,75076,21148,1,19870508,E,,,,,850,800
014793,ARCH COAL INC,ACI,1220,2121,P,01,LU,1,75326,20221,1,19880811,E,10,1010,101020,10102050,360,970
014820,PRESIDENTIAL LIFE CORP,PLFE,6311,524113,P,01,LU,1,63977,3597,1,19870130,E,40,4030,403010,40301020,825,800
014820,PRESIDENTIAL LIFE CORP,PLFE,6311,524113,C,00X,LU,0,63977,3597,1,19870101,19870129,40,4030,403010,40301020,825,800
014824,CINCINNATI FINANCIAL CORP,CINF,6331,524126,P,01,LC,1,23473,912,1,19820129,E,40,4030,403010,40301040,835,800
014827,OHIO CASUALTY CORP,OCAS,6331,524126,P,01,LU,1,59126,3324,1,19870130,20070831,40,4030,403010,40301040,835,800
014827,OHIO CASUALTY CORP,OCAS,6331,524126,C,00X,LC,0,59126,3324,1,19870101,19870129,40,4030,403010,40301040,835,800
014828,OLD REPUBLIC INTL CORP,ORI,6331,524126,P,01,LU,1,59396,3363,1,19800131,E,40,4030,403010,40301040,835,800
014828,OLD REPUBLIC INTL CORP,ORI,6331,524126,C,00X,LU,0,59396,3363,1,19800101,19800130,40,4030,403010,40301040,835,800
014830,21ST CENTURY INS GROUP,TW,6331,524126,P,01,LU,2,10119,8064,1,19860318,20071031,40,4030,403010,40301040,835,800
014908,PRIDE INTERNATIONAL INC,PDE,1381,213111,P,01,LU,2,12074,9921,1,19880906,E,10,1010,101010,10101010,395,935
014918,NOVEN PHARMACEUTICALS INC,NOVN,2834,325412,P,01,LU,1,12236,10000,1,19881103,E,35,3520,352020,35202010,283,905
014934,DEVON ENERGY CORP,DVN,1311,211111,P,01,LC,2,87137,35222,1,19990818,E,10,1010,101020,10102020,380,935
014934,DEVON ENERGY CORP,DVN,1311,211111,P,01,LC,1,75390,21971,1,19881026,19990817,10,1010,101020,10102020,380,935
014960,LABORATORY CP OF AMER HLDGS,LH,8071,621511,P,01,LU,1,12062,9848,1,19880707,E,35,3510,351020,35102015,292,905
015092,CEC ENTERTAINMENT INC,CEC,5812,722110,P,01,LU,1,75432,10065,1,19890103,E,25,2530,253010,25301040,420,978
015106,BECKMAN COULTER INC,BEC,3826,334516,C,01,LU,2,75383,21965,1,19881104,E,35,3510,351010,35101010,300,905
015110,LYONDELL CHEMICAL CO,LYO,2860,325110,P,01,LU,1,75444,22011,1,19890119,20071231,15,1510,151010,15101010,160,970
015133,APOGENT TECHNOLOGIES INC,AOT,3821,339111,P,01,LC,1,77579,22808,1,19920507,20040831,35,3520,352030,35203010,300,905
015142,ISTAR FINANCIAL INC,SFI,6798,531190,P,01,LU,1,75846,22124,1,19891115,E,40,4040,404020,40402030,850,800
015197,CHEMICAL FINANCIAL CORP,CHFC,6020,522110,P,01,LU,2,11992,9882,1,19880802,E,40,4010,401010,40101015,817,800
015199,1ST SOURCE CORP,SRCE,6020,522110,P,01,LU,2,36346,6281,1,19830812,E,40,4010,401010,40101015,817,800
015202,NORTH FORK BANCORPORATION,NFB,6020,522110,P,01,LU,2,58094,5627,1,19820902,20061130,40,4010,401010,40101015,817,800
015203,NETEGRITY INC,NETE,7372,511210,C,01,LU,1,75684,10086,1,19890119,20041130,45,4510,451010,45101010,185,940
015208,FEDERAL HOME LOAN MORTG CORP,FRE,6111,522298,P,01,LC,2,75789,22096,1,19890810,E,40,4010,401020,40102010,850,800
015247,VALERO ENERGY CORP,VLO,2911,324110,P,01,LC,3,85269,32066,1,19970812,E,10,1010,101020,10102030,382,935
015247,VALERO ENERGY CORP,VLO,2911,324110,P,01,LC,6,61671,21855,1,19800102,19970731,10,1010,101020,10102030,382,935
015267,IDEX CORP,IEX,3561,333911,P,01,LU,1,75591,22075,1,19890602,E,20,2010,201060,20106020,355,925
015274,WALTER ENERGY INC,WLT,1220,21211,P,01,LC,2,82540,14037,1,19951010,E,15,1510,151040,15104020,355,925
015337,EMMIS COMMUNICTNS CP  -CL A,EMMS,4832,515112,P,01,LU,1,80297,28344,1,19940223,E,25,2540,254010,25401020,150,978
015343,MUELLER INDUSTRIES,MLI,3350,331421,C,01,LU,2,76573,22807,1,19910227,E,20,2010,201060,20106020,358,925
015363,TCF FINANCIAL CORP,TCB,6020,522110,P,01,LU,1,10375,8292,1,19860617,E,40,4010,401010,40101015,817,800
015414,TECHNE CORP,TECH,2836,325414,P,01,LU,1,75694,10107,1,19890209,E,35,3520,352030,35203010,147,905
015417,BROWN & BROWN INC,BRO,6411,524210,P,01,LU,1,63467,3624,1,19840131,E,40,4030,403010,40301010,330,800
015417,BROWN & BROWN INC,BRO,6411,524210,C,00X,LU,0,63467,3624,1,19840101,19840130,40,4030,403010,40301010,330,800
015459,TREDEGAR CORP,TG,3081,326113,P,01,LU,1,75649,22095,1,19890725,E,20,2010,201050,20105010,355,925
015521,STAPLES INC,SPLS,5940,453210,P,01,LU,1,75489,10171,1,19890428,E,25,2550,255040,25504040,449,976
015704,THOMSON-REUTERS CORP (CDN),TRI,2731,516110,P,01,LU,2,89444,28754,1,20020612,E,25,2540,254010,25401040,410,976
015704,THOMSON-REUTERS CORP (CDN),TRI,2731,516110,N,01C,LX,5,89444,28754,-1,20020612,E,25,2540,254010,25401040,410,976
015708,ALLERGAN INC,AGN,2834,325412,P,01,LC,2,75646,22092,1,19890727,E,35,3520,352020,35202010,285,905
015709,PLUM CREEK TIMBER CO INC,PCL,2400,113310,P,01,LU,1,75592,22076,1,19890602,E,40,4040,404020,40402070,400,970
015855,SYMANTEC CORP,SYMC,7372,511210,P,01,LC,1,75607,10224,1,19890623,E,45,4510,451030,45103020,185,940
016188,COGNEX CORP,CGNX,3823,334513,P,01,LU,1,75654,10256,1,19890720,E,45,4520,452030,45203010,357,925
016227,COMMERCIAL FEDERAL CORP,CFB,6035,522120,P,01,LC,1,86861,7361,1,19841221,20051230,40,4010,401020,40102010,817,800
016245,PEOPLE'S UNITED FINL INC,PBCT,6036,522120,P,01,LC,1,12073,9847,1,19880706,E,40,4010,401020,40102010,840,800
016401,CIRRUS LOGIC INC,CRUS,3576,334119,P,01,LU,1,75603,10210,1,19890609,E,45,4530,453010,45301020,235,940
016478,EOG RESOURCES INC,EOG,1311,211111,P,01,LU,1,75825,22113,1,19891004,E,10,1010,101020,10102020,380,935
016597,LATTICE SEMICONDUCTOR CORP,LSCC,3674,334413,P,01,LU,1,75854,10359,1,19891109,E,45,4530,453010,45301020,235,940
016629,ALFA CORP,ALFA,6331,524126,P,01,LU,1,34498,1682,1,19880129,20080430,40,4030,403010,40301040,835,800
016629,ALFA CORP,ALFA,6331,524126,C,00X,LU,0,34498,1682,1,19880101,19880128,40,4030,403010,40301040,835,800
016643,AMCORE FINANCIAL INC,AMFI,6020,522110,P,01,LU,1,10304,8224,1,19860529,E,40,4010,401010,40101015,817,800
016665,APPLEBEES INTL INC,APPB,5812,722110,P,01,LU,1,78717,28879,1,19890920,20071130,25,2530,253010,25301040,420,978
016721,ELECTRONIC ARTS INC,ERTS,7372,511210,P,01,LU,1,75828,10303,1,19890920,E,45,4510,451030,45103030,185,940
016769,CHITTENDEN CORP,CHZ,6020,522110,P,01,LC,1,23326,991,1,19820129,20071231,40,4010,401010,40101015,817,800
016769,CHITTENDEN CORP,CHZ,6020,522110,C,00X,LC,0,23326,991,1,19820101,19820128,40,4010,401010,40101015,817,800
016778,FIRST CHARTER CORP,FCTR,6020,522110,P,01,LU,1,11389,9232,1,19870604,E,40,4010,401010,40101015,817,800
016821,FIRST BANCORP P R,FBP,6020,522110,P,01,LU,1,11018,8889,1,19870113,E,40,4010,401010,40101015,817,800
016955,HARLEYSVILLE GROUP INC,HGIC,6331,524126,P,01,LU,1,10290,8212,1,19860523,E,40,4030,403010,40301040,835,800
017030,PROVIDENT BANKSHARES CORP,PBKS,6020,522110,P,01,LC,0,11823,9630,1,19871215,20090522,40,4010,401010,40101015,817,800
017035,MERCURY GENERAL CORP,MCY,6331,524126,P,01,LC,1,52936,7863,1,19880129,E,40,4030,403010,40301040,835,800
017035,MERCURY GENERAL CORP,MCY,6331,524126,C,00X,LC,0,52936,7863,1,19880101,19880128,40,4030,403010,40301040,835,800
017101,IMMUNOGEN INC,IMGN,2834,325412,P,01,LU,1,75860,10380,1,19891117,E,35,3520,352010,35201010,285,905
017110,SOLECTRON CORP,SLR,3672,334412,P,01,LU,1,75857,10371,1,19891115,20071031,45,4520,452030,45203020,220,925
017115,SELECTIVE INS GROUP INC,SIGI,6331,524126,P,01,LU,1,68292,4234,1,19870130,E,40,4030,403010,40301040,835,800
017115,SELECTIVE INS GROUP INC,SIGI,6331,524126,C,00X,LU,0,68292,4234,1,19870101,19870129,40,4030,403010,40301040,835,800
017120,SVB FINANCIAL GROUP,SIVB,6020,522110,P,01,LC,1,11786,9588,1,19871023,E,40,4010,401010,40101015,817,800
017142,REPUBLIC BANCORP INC,RBNC,6020,522110,P,01,LC,0,11634,9454,1,19870826,20061229,40,4010,401010,40101015,817,800
017145,WASHINGTON FED INC,WFSL,6035,522120,P,01,LC,0,81577,5679,1,19831230,E,40,4010,401020,40102010,840,800
017151,WESBANCO INC,WSBC,6020,522110,P,01,LU,1,11293,9147,1,19870504,E,40,4010,401010,40101015,817,800
017160,CORUS BANKSHARES INC,CORS,6020,522110,P,01,LU,1,67046,2343,1,19820129,E,40,4010,401020,40102010,817,800
017160,CORUS BANKSHARES INC,CORS,6020,522110,C,00X,LU,0,67046,2343,1,19820101,19820128,40,4010,401020,40102010,817,800
017195,FIRST FINL BANCORP INC/OH,FFBC,6020,522110,P,01,LU,1,35685,6736,1,19831221,E,40,4010,401010,40101015,817,800
017197,AMERICREDIT CORP,ACF,6141,522220,P,01,LU,1,75858,10372,1,19891115,E,40,4020,402020,40202010,845,800
017233,SUSQUEHANNA BANCSHARES INC,SUSQ,6020,522110,P,01,LU,1,73809,7050,1,19880129,E,40,4010,401010,40101015,817,800
017233,SUSQUEHANNA BANCSHARES INC,SUSQ,6020,522110,C,00X,LU,0,73809,7050,1,19870101,19880128,40,4010,401010,40101015,817,800
017245,TRUSTCO BANK CORP/NY,TRST,6035,522120,P,01,LU,1,77519,5926,1,19830418,E,40,4010,401020,40102010,817,800
017248,UNITED BANKSHARES INC/WV,UBSI,6020,522110,P,01,LU,1,11369,9213,1,19870529,E,40,4010,401010,40101015,817,800
